location_id,state,district,city,locality
1001,Punjab,Fatehgarh Sahib,Fatehgarh Sahib,Fatehgarh Sahib
1002,Punjab,Fazilka,Fazilka,Fazilka
1003,Punjab,Ferozepur,Ferozepur,Ferozepur
1004,Punjab,Ferozepur,Zira,Zira
1005,Punjab,Ferozepur,Fazilka,Fazilka
1006,Punjab,Gurdaspur,Pathankot,Pathankot
1007,Punjab,Gurdaspur,Batala,Batala
1008,Punjab,Gurdaspur,Gurdaspur,Gurdaspur
1009,Punjab,Hoshiarpur,Mukerian,Mukerian
1010,Punjab,Hoshiarpur,Dasuya,Dasuya
1011,Punjab,Hoshiarpur,Hoshiarpur,Hoshiarpur
1012,Punjab,Jalandhar,Phagwara,Phagwara
1013,Punjab,Jalandhar,Nakodar,Nakodar
1014,Punjab,Jalandhar,Jalandhar,Jalandhar
1015,Punjab,Kapurthala,Kapurthala,Kapurthala
1016,Punjab,Kapurthala,Sultanpur Lodhi,Sultanpur Lodhi
1017,Punjab,Ludhiana,Ludhiana,Ludhiana
1018,Punjab,Ludhiana,Khanna,Khanna
1019,Punjab,Ludhiana,Samrala,Samrala
1020,Punjab,Malerkotla,Malerkotla,Malerkotla
1021,Punjab,Mansa,Mansa,Mansa
1022,Punjab,Moga,Nihal Singh Wala,Nihal Singh Wala
1023,Punjab,Moga,Moga,Moga
1024,Punjab,Muktsar,Gidderbaha,Gidderbaha
1025,Punjab,Muktsar,Muktsar,Muktsar
1026,Punjab,Nawanshahr,Balachaur,Balachaur
1027,Punjab,Nawanshahr,Nawanshahr,Nawanshahr
1028,Punjab,Pathankot,Pathankot,Pathankot
1029,Punjab,Patiala,Rajpura,Rajpura
1030,Punjab,Patiala,Patiala,Patiala
1031,Punjab,Patiala,Nabha,Nabha
1032,Punjab,Rupnagar,Morinda,Morinda
1033,Punjab,Rupnagar,Anandpur Sahib,Anandpur Sahib
1034,Punjab,Rupnagar,Rupnagar,Rupnagar
1035,Punjab,Sahibzada Ajit Singh Nagar,Kharar,Kharar
1036,Punjab,Sahibzada Ajit Singh Nagar,Zirakpur,Zirakpur
1037,Punjab,Sahibzada Ajit Singh Nagar,Mohali,Mohali
1038,Punjab,Sangrur,Sunam,Sunam
1039,Punjab,Sangrur,Sangrur,Sangrur
1040,Punjab,Tarn Taran,Tarn Taran,Tarn Taran
1041,Punjab,Tarn Taran,Patti,Patti
1042,Rajasthan,Ajmer,Kishangarh,Kishangarh
1043,Rajasthan,Ajmer,Pushkar,Pushkar
1044,Rajasthan,Ajmer,Ajmer,Ajmer
1045,Rajasthan,Ajmer,Beawar,Beawar
1046,Rajasthan,Alwar,Alwar,Alwar
1047,Rajasthan,Alwar,Bhiwadi,Bhiwadi
1048,Rajasthan,Alwar,Neemrana,Neemrana
1049,Rajasthan,Anupgarh,Anupgarh,Anupgarh
1050,Rajasthan,Balotra,Balotra,Balotra
1051,Rajasthan,Banswara,Banswara,Banswara
1052,Rajasthan,Baran,Baran,Baran
1053,Rajasthan,Barmer,Barmer,Barmer
1054,Rajasthan,Beawar,Beawar,Beawar
1055,Rajasthan,Bharatpur,Deeg,Deeg
1056,Rajasthan,Bharatpur,Bharatpur,Bharatpur
1057,Rajasthan,Bhilwara,Shahpura,Shahpura
1058,Rajasthan,Bhilwara,Bhilwara,Bhilwara
1059,Rajasthan,Bikaner,Nokha,Nokha
1060,Rajasthan,Bikaner,Bikaner,Bikaner
1061,Rajasthan,Bundi,Bundi,Bundi
1062,Rajasthan,Chittorgarh,Chittorgarh,Chittorgarh
1063,Rajasthan,Chittorgarh,Nimbahera,Nimbahera
1064,Rajasthan,Churu,Ratangarh,Ratangarh
1065,Rajasthan,Churu,Churu,Churu
1066,Rajasthan,Dausa,Dausa,Dausa
1067,Rajasthan,Deeg,Deeg,Deeg
1068,Rajasthan,Dholpur,Dholpur,Dholpur
1069,Rajasthan,Didwana-Kuchaman,Didwana,Didwana
1070,Rajasthan,Dungarpur,Dungarpur,Dungarpur
1071,Rajasthan,Gangapur City,Gangapur City,Gangapur City
1072,Rajasthan,Hanumangarh,Hanumangarh,Hanumangarh
1073,Rajasthan,Jaipur,Amer,Amer
1074,Rajasthan,Jaipur,Chomu,Chomu
1075,Rajasthan,Jaipur,Jaipur,Jaipur
1076,Rajasthan,Jaipur,Sanganer,Sanganer
1077,Rajasthan,Jaipur Rural,Chomu,Chomu
1078,Rajasthan,Jaipur Rural,Phulera,Phulera
1079,Rajasthan,Jaisalmer,Jaisalmer,Jaisalmer
1080,Rajasthan,Jaisalmer,Pokaran,Pokaran
1081,Rajasthan,Jalore,Jalore,Jalore
1082,Rajasthan,Jhalawar,Baran,Baran
1083,Rajasthan,Jhalawar,Jhalawar,Jhalawar
1084,Rajasthan,Jhunjhunu,Pilani,Pilani
1085,Rajasthan,Jhunjhunu,Jhunjhunu,Jhunjhunu
1086,Rajasthan,Jodhpur,Pali,Pali
1087,Rajasthan,Jodhpur,Balotra,Balotra
1088,Rajasthan,Jodhpur,Jodhpur,Jodhpur
1089,Rajasthan,Jodhpur Rural,Phalodi,Phalodi
1090,Rajasthan,Karauli,Karauli,Karauli
1091,Rajasthan,Kekri,Kekri,Kekri
1092,Rajasthan,Khairthal-Tijara,Khairthal,Khairthal
1093,Rajasthan,Kotputli-Behror,Kotputli,Kotputli
1094,Rajasthan,Nagaur,Makrana,Makrana
1095,Rajasthan,Nagaur,Nagaur,Nagaur
1096,Rajasthan,Nagaur,Merta,Merta
1097,Rajasthan,Neem Ka Thana,Neem Ka Thana,Neem Ka Thana
1098,Rajasthan,Pali,Pali,Pali
1099,Rajasthan,Pali,Sojat,Sojat
1100,Rajasthan,Phalodi,Phalodi,Phalodi
1101,Rajasthan,Pratapgarh,Pratapgarh,Pratapgarh
1102,Rajasthan,Rajsamand,Rajsamand,Rajsamand
1103,Rajasthan,Salumbar,Salumbar,Salumbar
1104,Rajasthan,Sanchore,Sanchore,Sanchore
1105,Rajasthan,Sawai Madhopur,Sawai Madhopur,Sawai Madhopur
1106,Rajasthan,Shahpura,Shahpura,Shahpura
1107,Rajasthan,Sikar,Fatehpur,Fatehpur
1108,Rajasthan,Sikar,Sikar,Sikar
1109,Rajasthan,Sikar,Laxmangarh,Laxmangarh
1110,Rajasthan,Sirohi,Sirohi,Sirohi
1111,Rajasthan,Sirohi,Abu Road,Abu Road
1112,Rajasthan,Sri Ganganagar,Sri Ganganagar,Sri Ganganagar
1113,Rajasthan,Tonk,Tonk,Tonk
1114,Rajasthan,Tonk,Sawai Madhopur,Sawai Madhopur
1115,Rajasthan,Udaipur,Udaipur,Udaipur
1116,Rajasthan,Udaipur,Rajsamand,Rajsamand
1117,Rajasthan,Udaipur,Nathdwara,Nathdwara
1118,Sikkim,Gangtok,Gangtok,Gangtok
1119,Sikkim,Gangtok,Singtam,Singtam
1120,Sikkim,Gyalshing,Gyalshing,Gyalshing
1121,Sikkim,Mangan,Mangan,Mangan
1122,Sikkim,Namchi,Jorethang,Jorethang
1123,Sikkim,Namchi,Namchi,Namchi
1124,Sikkim,Pakyong,Pakyong,Pakyong
1125,Sikkim,Soreng,Soreng,Soreng
1126,Tamil Nadu,Ariyalur,Ariyalur,Ariyalur
1127,Tamil Nadu,Ariyalur,Jayankondam,Jayankondam
1128,Tamil Nadu,Chengalpattu,Chengalpattu,Chengalpattu
1129,Tamil Nadu,Chengalpattu,Urapakkam,Urapakkam
1130,Tamil Nadu,Chengalpattu,Tambaram,Tambaram
1131,Tamil Nadu,Chengalpattu,Vandalur,Vandalur
1132,Tamil Nadu,Chennai,Velachery,Velachery
1133,Tamil Nadu,Chennai,Chromepet,Chromepet
1134,Tamil Nadu,Chennai,Anna Nagar,Anna Nagar
1135,Tamil Nadu,Chennai,Guindy,Guindy
1136,Tamil Nadu,Chennai,Perambur,Perambur
1137,Tamil Nadu,Chennai,Mogappair,Mogappair
1138,Tamil Nadu,Chennai,Adyar,Adyar
1139,Tamil Nadu,Chennai,Mylapore,Mylapore
1140,Tamil Nadu,Chennai,Tambaram,Tambaram
1141,Tamil Nadu,Chennai,Sholinganallur,Sholinganallur
1142,Tamil Nadu,Chennai,Pallavaram,Pallavaram
1143,Tamil Nadu,Chennai,T Nagar,T Nagar
1144,Tamil Nadu,Chennai,Avadi,Avadi
1145,Tamil Nadu,Chennai,Chennai,Chennai
1146,Tamil Nadu,Chennai,Porur,Porur
1147,Tamil Nadu,Chennai,Nungambakkam,Nungambakkam
1148,Tamil Nadu,Chennai,Ambattur,Ambattur
1149,Tamil Nadu,Coimbatore,Peelamedu,Peelamedu
1150,Tamil Nadu,Coimbatore,Sulur,Sulur
1151,Tamil Nadu,Coimbatore,Pollachi,Pollachi
1152,Tamil Nadu,Coimbatore,Mettupalayam,Mettupalayam
1153,Tamil Nadu,Coimbatore,RS Puram,RS Puram
1154,Tamil Nadu,Coimbatore,Singanallur,Singanallur
1155,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore
1156,Tamil Nadu,Cuddalore,Panruti,Panruti
1157,Tamil Nadu,Cuddalore,Neyveli,Neyveli
1158,Tamil Nadu,Cuddalore,Cuddalore,Cuddalore
1159,Tamil Nadu,Cuddalore,Chidambaram,Chidambaram
1160,Tamil Nadu,Dharmapuri,Pennagaram,Pennagaram
1161,Tamil Nadu,Dharmapuri,Dharmapuri,Dharmapuri
1162,Tamil Nadu,Dharmapuri,Hosur,Hosur
1163,Tamil Nadu,Dindigul,Palani,Palani
1164,Tamil Nadu,Dindigul,Kodaikanal,Kodaikanal
1165,Tamil Nadu,Dindigul,Dindigul,Dindigul
1166,Tamil Nadu,Dindigul,Natham,Natham
1167,Tamil Nadu,Erode,Sathyamangalam,Sathyamangalam
1168,Tamil Nadu,Erode,Gobichettipalayam,Gobichettipalayam
1169,Tamil Nadu,Erode,Erode,Erode
1170,Tamil Nadu,Erode,Bhavani,Bhavani
1171,Tamil Nadu,Kallakurichi,Ulundurpet,Ulundurpet
1172,Tamil Nadu,Kallakurichi,Kallakurichi,Kallakurichi
1173,Tamil Nadu,Kanchipuram,Kanchipuram,Kanchipuram
1174,Tamil Nadu,Kanniyakumari,Nagercoil,Nagercoil
1175,Tamil Nadu,Kanniyakumari,Marthandam,Marthandam
1176,Tamil Nadu,Kanniyakumari,Colachel,Colachel
1177,Tamil Nadu,Karur,Karur,Karur
1178,Tamil Nadu,Karur,Kulithalai,Kulithalai
1179,Tamil Nadu,Krishnagiri,Krishnagiri,Krishnagiri
1180,Tamil Nadu,Krishnagiri,Denkanikottai,Denkanikottai
1181,Tamil Nadu,Krishnagiri,Hosur,Hosur
1182,Tamil Nadu,Madurai,Thirumangalam,Thirumangalam
1183,Tamil Nadu,Madurai,Usilampatti,Usilampatti
1184,Tamil Nadu,Madurai,Melur,Melur
1185,Tamil Nadu,Madurai,Madurai,Madurai
1186,Tamil Nadu,Mayiladuthurai,Mayiladuthurai,Mayiladuthurai
1187,Tamil Nadu,Mayiladuthurai,Sirkazhi,Sirkazhi
1188,Tamil Nadu,Nagapattinam,Vedaranyam,Vedaranyam
1189,Tamil Nadu,Nagapattinam,Nagapattinam,Nagapattinam
1190,Tamil Nadu,Namakkal,Rasipuram,Rasipuram
1191,Tamil Nadu,Namakkal,Tiruchengode,Tiruchengode
1192,Tamil Nadu,Namakkal,Namakkal,Namakkal
1193,Tamil Nadu,Nilgiris,Ooty,Ooty
1194,Tamil Nadu,Nilgiris,Kotagiri,Kotagiri
1195,Tamil Nadu,Nilgiris,Gudalur,Gudalur
1196,Tamil Nadu,Nilgiris,Coonoor,Coonoor
1197,Tamil Nadu,Perambalur,Perambalur,Perambalur
1198,Tamil Nadu,Pudukkottai,Aranthangi,Aranthangi
1199,Tamil Nadu,Pudukkottai,Karambakkudi,Karambakkudi
1200,Tamil Nadu,Pudukkottai,Pudukkottai,Pudukkottai
1201,Tamil Nadu,Ramanathapuram,Ramanathapuram,Ramanathapuram
1202,Tamil Nadu,Ramanathapuram,Paramakudi,Paramakudi
1203,Tamil Nadu,Ramanathapuram,Rameswaram,Rameswaram
1204,Tamil Nadu,Ranipet,Ranipet,Ranipet
1205,Tamil Nadu,Ranipet,Walajapet,Walajapet
1206,Tamil Nadu,Ranipet,Arcot,Arcot
1207,Tamil Nadu,Salem,Attur,Attur
1208,Tamil Nadu,Salem,Edappadi,Edappadi
1209,Tamil Nadu,Salem,Mettur,Mettur
1210,Tamil Nadu,Salem,Salem,Salem
1211,Tamil Nadu,Salem,Omalur,Omalur
1212,Tamil Nadu,Sivaganga,Sivaganga,Sivaganga
1213,Tamil Nadu,Sivaganga,Karaikudi,Karaikudi
1214,Tamil Nadu,Sivaganga,Devakottai,Devakottai
1215,Tamil Nadu,Tenkasi,Kadayanallur,Kadayanallur
1216,Tamil Nadu,Tenkasi,Tenkasi,Tenkasi
1217,Tamil Nadu,Tenkasi,Sankarankovil,Sankarankovil
1218,Tamil Nadu,Thanjavur,Papanasam,Papanasam
1219,Tamil Nadu,Thanjavur,Pattukottai,Pattukottai
1220,Tamil Nadu,Thanjavur,Kumbakonam,Kumbakonam
1221,Tamil Nadu,Thanjavur,Thanjavur,Thanjavur
1222,Tamil Nadu,Theni,Uthamapalayam,Uthamapalayam
1223,Tamil Nadu,Theni,Periyakulam,Periyakulam
1224,Tamil Nadu,Theni,Theni,Theni
1225,Tamil Nadu,Thoothukudi,Thoothukudi,Thoothukudi
1226,Tamil Nadu,Thoothukudi,Kovilpatti,Kovilpatti
1227,Tamil Nadu,Thoothukudi,Sathankulam,Sathankulam
1228,Tamil Nadu,Tiruchirappalli,Lalgudi,Lalgudi
1229,Tamil Nadu,Tiruchirappalli,Musiri,Musiri
1230,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tiruchirappalli
1231,Tamil Nadu,Tiruchirappalli,Srirangam,Srirangam
1232,Tamil Nadu,Tirunelveli,Ambasamudram,Ambasamudram
1233,Tamil Nadu,Tirunelveli,Tirunelveli,Tirunelveli
1234,Tamil Nadu,Tirunelveli,Palayamkottai,Palayamkottai
1235,Tamil Nadu,Tirunelveli,Valliyoor,Valliyoor
1236,Tamil Nadu,Tirupathur,Ambur,Ambur
1237,Tamil Nadu,Tirupathur,Tirupathur,Tirupathur
1238,Tamil Nadu,Tirupathur,Vaniyambadi,Vaniyambadi
1239,Tamil Nadu,Tiruppur,Dharapuram,Dharapuram
1240,Tamil Nadu,Tiruppur,Udumalpet,Udumalpet
1241,Tamil Nadu,Tiruppur,Tiruppur,Tiruppur
1242,Tamil Nadu,Tiruppur,Kangeyam,Kangeyam
1243,Tamil Nadu,Tiruvallur,Poonamallee,Poonamallee
1244,Tamil Nadu,Tiruvallur,Ponneri,Ponneri
1245,Tamil Nadu,Tiruvallur,Tiruvallur,Tiruvallur
1246,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai
1247,Tamil Nadu,Tiruvannamalai,Cheyyar,Cheyyar
1248,Tamil Nadu,Tiruvannamalai,Polur,Polur
1249,Tamil Nadu,Tiruvarur,Mannargudi,Mannargudi
1250,Tamil Nadu,Tiruvarur,Tiruvarur,Tiruvarur
1251,Tamil Nadu,Vellore,Gudiyattam,Gudiyattam
1252,Tamil Nadu,Vellore,Katpadi,Katpadi
1253,Tamil Nadu,Vellore,Vellore,Vellore
1254,Tamil Nadu,Viluppuram,Tindivanam,Tindivanam
1255,Tamil Nadu,Viluppuram,Viluppuram,Viluppuram
1256,Tamil Nadu,Viluppuram,Gingee,Gingee
1257,Tamil Nadu,Virudhunagar,Rajapalayam,Rajapalayam
1258,Tamil Nadu,Virudhunagar,Sivakasi,Sivakasi
1259,Tamil Nadu,Virudhunagar,Srivilliputhur,Srivilliputhur
1260,Tamil Nadu,Virudhunagar,Virudhunagar,Virudhunagar
1261,Telangana,Adilabad,Adilabad,Adilabad
1262,Telangana,Adilabad,Mancherial,Mancherial
1263,Telangana,Bhadradri Kothagudem,Bhadradri Kothagudem,Bhadradri Kothagudem
1264,Telangana,Hanumakonda,Hanamkonda,Hanamkonda
1265,Telangana,Hanumakonda,Warangal,Warangal
1266,Telangana,Hyderabad,Madhapur,Madhapur
1267,Telangana,Hyderabad,Dilsukhnagar,Dilsukhnagar
1268,Telangana,Hyderabad,Banjara Hills,Banjara Hills
1269,Telangana,Hyderabad,Jubilee Hills,Jubilee Hills
1270,Telangana,Hyderabad,Secunderabad,Secunderabad
1271,Telangana,Hyderabad,LB Nagar,LB Nagar
1272,Telangana,Hyderabad,Mehdipatnam,Mehdipatnam
1273,Telangana,Hyderabad,Kukatpally,Kukatpally
1274,Telangana,Hyderabad,Miyapur,Miyapur
1275,Telangana,Hyderabad,Uppal,Uppal
1276,Telangana,Hyderabad,Hyderabad,Hyderabad
1277,Telangana,Hyderabad,Gachibowli,Gachibowli
1278,Telangana,Jagtial,Jagtial,Jagtial
1279,Telangana,Jangaon,Jangaon,Jangaon
1280,Telangana,Jayashankar Bhupalapally,Jayashankar,Jayashankar
1281,Telangana,Jogulamba Gadwal,Gadwal,Gadwal
1282,Telangana,Kamareddy,Kamareddy,Kamareddy
1283,Telangana,Karimnagar,Karimnagar,Karimnagar
1284,Telangana,Karimnagar,Ramagundam,Ramagundam
1285,Telangana,Khammam,Khammam,Khammam
1286,Telangana,Khammam,Kothagudem,Kothagudem
1287,Telangana,Kumuram Bheem Asifabad,Asifabad,Asifabad
1288,Telangana,Mahabubabad,Mahabubabad,Mahabubabad
1289,Telangana,Mahabubnagar,Wanaparthy,Wanaparthy
1290,Telangana,Mahabubnagar,Mahbubnagar,Mahbubnagar
1291,Telangana,Mancherial,Mancherial,Mancherial
1292,Telangana,Medak,Siddipet,Siddipet
1293,Telangana,Medak,Medak,Medak
1294,Telangana,Medchal-Malkajgiri,Malkajgiri,Malkajgiri
1295,Telangana,Medchal-Malkajgiri,Ghatkesar,Ghatkesar
1296,Telangana,Medchal-Malkajgiri,Medchal,Medchal
1297,Telangana,Medchal-Malkajgiri,Keesara,Keesara
1298,Telangana,Medchal-Malkajgiri,Alwal,Alwal
1299,Telangana,Mulugu,Mulugu,Mulugu
1300,Telangana,Nagarkurnool,Nagarkurnool,Nagarkurnool
1301,Telangana,Nalgonda,Miryalaguda,Miryalaguda
1302,Telangana,Nalgonda,Nalgonda,Nalgonda
1303,Telangana,Nalgonda,Suryapet,Suryapet
1304,Telangana,Narayanpet,Narayanpet,Narayanpet
1305,Telangana,Nirmal,Nirmal,Nirmal
1306,Telangana,Nizamabad,Nizamabad,Nizamabad
1307,Telangana,Nizamabad,Armoor,Armoor
1308,Telangana,Nizamabad,Bodhan,Bodhan
1309,Telangana,Peddapalli,Peddapalli,Peddapalli
1310,Telangana,Peddapalli,Ramagundam,Ramagundam
1311,Telangana,Rajanna Sircilla,Sircilla,Sircilla
1312,Telangana,Rangareddy,Rangareddy,Rangareddy
1313,Telangana,Rangareddy,LB Nagar,LB Nagar
1314,Telangana,Rangareddy,Shamshabad,Shamshabad
1315,Telangana,Rangareddy,Shadnagar,Shadnagar
1316,Telangana,Sangareddy,Zaheerabad,Zaheerabad
1317,Telangana,Sangareddy,Sangareddy,Sangareddy
1318,Telangana,Sangareddy,Patancheru,Patancheru
1319,Telangana,Siddipet,Siddipet,Siddipet
1320,Telangana,Suryapet,Suryapet,Suryapet
1321,Telangana,Vikarabad,Vikarabad,Vikarabad
1322,Telangana,Wanaparthy,Wanaparthy,Wanaparthy
1323,Telangana,Warangal,Hanamkonda,Hanamkonda
1324,Telangana,Warangal,Kazipet,Kazipet
1325,Telangana,Warangal,Warangal,Warangal
1326,Telangana,Yadadri Bhuvanagiri,Yadadri,Yadadri
1327,Tripura,Dhalai,Ambassa,Ambassa
1328,Tripura,Dhalai,Kamalpur,Kamalpur
1329,Tripura,Gomati,Udaipur,Udaipur
1330,Tripura,Khowai,Khowai,Khowai
1331,Tripura,North Tripura,Kailashahar,Kailashahar
1332,Tripura,North Tripura,Dharmanagar,Dharmanagar
1333,Tripura,Sepahijala,Bishalgarh,Bishalgarh
1334,Tripura,South Tripura,Belonia,Belonia
1335,Tripura,South Tripura,Udaipur,Udaipur
1336,Tripura,Unakoti,Kailashahar,Kailashahar
1337,Tripura,West Tripura,Agartala,Agartala
1338,Tripura,West Tripura,Bishalgarh,Bishalgarh
1339,Uttar Pradesh,Agra,Agra,Agra
1340,Uttar Pradesh,Agra,Firozabad,Firozabad
1341,Uttar Pradesh,Agra,Etmadpur,Etmadpur
1342,Uttar Pradesh,Aligarh,Aligarh,Aligarh
1343,Uttar Pradesh,Ambedkar Nagar,Akbarpur,Akbarpur
1344,Uttar Pradesh,Amethi,Amethi,Amethi
1345,Uttar Pradesh,Amroha,Amroha,Amroha
1346,Uttar Pradesh,Auraiya,Auraiya,Auraiya
1347,Uttar Pradesh,Ayodhya,Ayodhya,Ayodhya
1348,Uttar Pradesh,Ayodhya,Faizabad,Faizabad
1349,Uttar Pradesh,Azamgarh,Mau,Mau
1350,Uttar Pradesh,Azamgarh,Azamgarh,Azamgarh
1351,Uttar Pradesh,Badaun,Badaun,Badaun
1352,Uttar Pradesh,Baghpat,Baghpat,Baghpat
1353,Uttar Pradesh,Bahraich,Nanpara,Nanpara
1354,Uttar Pradesh,Bahraich,Bahraich,Bahraich
1355,Uttar Pradesh,Ballia,Ballia,Ballia
1356,Uttar Pradesh,Balrampur,Balrampur,Balrampur
1357,Uttar Pradesh,Banda,Banda,Banda
1358,Uttar Pradesh,Barabanki,Barabanki,Barabanki
1359,Uttar Pradesh,Bareilly,Bareilly,Bareilly
1360,Uttar Pradesh,Basti,Basti,Basti
1361,Uttar Pradesh,Bhadohi,Bhadohi,Bhadohi
1362,Uttar Pradesh,Bijnor,Najibabad,Najibabad
1363,Uttar Pradesh,Bijnor,Bijnor,Bijnor
1364,Uttar Pradesh,Bulandshahr,Bulandshahr,Bulandshahr
1365,Uttar Pradesh,Chandauli,Chandauli,Chandauli
1366,Uttar Pradesh,Chitrakoot,Chitrakoot,Chitrakoot
1367,Uttar Pradesh,Deoria,Deoria,Deoria
1368,Uttar Pradesh,Etah,Etah,Etah
1369,Uttar Pradesh,Etawah,Etawah,Etawah
1370,Uttar Pradesh,Farrukhabad,Fatehgarh,Fatehgarh
1371,Uttar Pradesh,Farrukhabad,Farrukhabad,Farrukhabad
1372,Uttar Pradesh,Fatehpur,Fatehpur,Fatehpur
1373,Uttar Pradesh,Firozabad,Firozabad,Firozabad
1374,Uttar Pradesh,Gautam Buddha Nagar,Dadri,Dadri
1375,Uttar Pradesh,Gautam Buddha Nagar,Greater Noida,Greater Noida
1376,Uttar Pradesh,Gautam Buddha Nagar,Noida,Noida
1377,Uttar Pradesh,Ghaziabad,Loni,Loni
1378,Uttar Pradesh,Ghaziabad,Mohan Nagar,Mohan Nagar
1379,Uttar Pradesh,Ghaziabad,Ghaziabad,Ghaziabad
1380,Uttar Pradesh,Ghazipur,Ghazipur,Ghazipur
1381,Uttar Pradesh,Gonda,Balrampur,Balrampur
1382,Uttar Pradesh,Gonda,Gonda,Gonda
1383,Uttar Pradesh,Gorakhpur,Gorakhpur,Gorakhpur
1384,Uttar Pradesh,Hamirpur,Hamirpur,Hamirpur
1385,Uttar Pradesh,Hapur,Hapur,Hapur
1386,Uttar Pradesh,Hardoi,Hardoi,Hardoi
1387,Uttar Pradesh,Hathras,Hathras,Hathras
1388,Uttar Pradesh,Jalaun,Jalaun,Jalaun
1389,Uttar Pradesh,Jalaun,Orai,Orai
1390,Uttar Pradesh,Jaunpur,Jaunpur,Jaunpur
1391,Uttar Pradesh,Jhansi,Jhansi,Jhansi
1392,Uttar Pradesh,Kannauj,Kannauj,Kannauj
1393,Uttar Pradesh,Kanpur Dehat,Akbarpur,Akbarpur
1394,Uttar Pradesh,Kanpur Nagar,Kanpur,Kanpur
1395,Uttar Pradesh,Kanpur Nagar,Unnao,Unnao
1396,Uttar Pradesh,Kasganj,Kasganj,Kasganj
1397,Uttar Pradesh,Kaushambi,Kaushambi,Kaushambi
1398,Uttar Pradesh,Kushinagar,Kushinagar,Kushinagar
1399,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur,Lakhimpur
1400,Uttar Pradesh,Lakhimpur Kheri,Palia,Palia
1401,Uttar Pradesh,Lalitpur,Lalitpur,Lalitpur
1402,Uttar Pradesh,Lucknow,Aliganj,Aliganj
1403,Uttar Pradesh,Lucknow,Gomti Nagar,Gomti Nagar
1404,Uttar Pradesh,Lucknow,Hazratganj,Hazratganj
1405,Uttar Pradesh,Lucknow,Lucknow,Lucknow
1406,Uttar Pradesh,Maharajganj,Maharajganj,Maharajganj
1407,Uttar Pradesh,Mahoba,Mahoba,Mahoba
1408,Uttar Pradesh,Mainpuri,Mainpuri,Mainpuri
1409,Uttar Pradesh,Mathura,Vrindavan,Vrindavan
1410,Uttar Pradesh,Mathura,Mathura,Mathura
1411,Uttar Pradesh,Mau,Mau,Mau
1412,Uttar Pradesh,Meerut,Meerut,Meerut
1413,Uttar Pradesh,Meerut,Modinagar,Modinagar
1414,Uttar Pradesh,Mirzapur,Mirzapur,Mirzapur
1415,Uttar Pradesh,Moradabad,Moradabad,Moradabad
1416,Uttar Pradesh,Moradabad,Rampur,Rampur
1417,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,Muzaffarnagar
1418,Uttar Pradesh,Muzaffarnagar,Shamli,Shamli
1419,Uttar Pradesh,Pilibhit,Pilibhit,Pilibhit
1420,Uttar Pradesh,Pratapgarh,Pratapgarh,Pratapgarh
1421,Uttar Pradesh,Prayagraj,Naini,Naini
1422,Uttar Pradesh,Prayagraj,Phulpur,Phulpur
1423,Uttar Pradesh,Prayagraj,Prayagraj,Prayagraj
1424,Uttar Pradesh,Raebareli,Raebareli,Raebareli
1425,Uttar Pradesh,Rampur,Rampur,Rampur
1426,Uttar Pradesh,Saharanpur,Saharanpur,Saharanpur
1427,Uttar Pradesh,Sambhal,Sambhal,Sambhal
1428,Uttar Pradesh,Sant Kabir Nagar,Sant Kabir Nagar,Sant Kabir Nagar
1429,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Shahjahanpur
1430,Uttar Pradesh,Shamli,Shamli,Shamli
1431,Uttar Pradesh,Shravasti,Shravasti,Shravasti
1432,Uttar Pradesh,Siddharthnagar,Siddharthnagar,Siddharthnagar
1433,Uttar Pradesh,Sitapur,Sitapur,Sitapur
1434,Uttar Pradesh,Sonbhadra,Sonbhadra,Sonbhadra
1435,Uttar Pradesh,Sultanpur,Sultanpur,Sultanpur
1436,Uttar Pradesh,Unnao,Unnao,Unnao
1437,Uttar Pradesh,Varanasi,Sarnath,Sarnath
1438,Uttar Pradesh,Varanasi,Varanasi,Varanasi
1439,Uttarakhand,Almora,Almora,Almora
1440,Uttarakhand,Almora,Ranikhet,Ranikhet
1441,Uttarakhand,Bageshwar,Bageshwar,Bageshwar
1442,Uttarakhand,Chamoli,Gopeshwar,Gopeshwar
1443,Uttarakhand,Chamoli,Joshimath,Joshimath
1444,Uttarakhand,Champawat,Champawat,Champawat
1445,Uttarakhand,Dehradun,Rishikesh,Rishikesh
1446,Uttarakhand,Dehradun,Doiwala,Doiwala
1447,Uttarakhand,Dehradun,Dehradun,Dehradun
1448,Uttarakhand,Dehradun,Mussoorie,Mussoorie
1449,Uttarakhand,Haridwar,Laksar,Laksar
1450,Uttarakhand,Haridwar,Haridwar,Haridwar
1451,Uttarakhand,Haridwar,Roorkee,Roorkee
1452,Uttarakhand,Nainital,Nainital,Nainital
1453,Uttarakhand,Nainital,Ramnagar,Ramnagar
1454,Uttarakhand,Nainital,Haldwani,Haldwani
1455,Uttarakhand,Nainital,Corbett,Corbett
1456,Uttarakhand,Pauri Garhwal,Pauri,Pauri
1457,Uttarakhand,Pauri Garhwal,Kotdwar,Kotdwar
